SKU,Description,Fixed MSRP,Component1,Component Description,Componenet FOB,Component MSRP ,Component2,Component Description,Componenet FOB,Component MSRP 
SAO-W1518GD,"Slim Aston Green - Wall Glass Door Cabinet - 15""W x 18""H x 12""D - 1D",172,SAO-DS-W1518GD,Door Set SAO-W1518GD,23.98364125,98,UBX-W1518,Cabinet Box for W1518,11.66,74
SAO-W1530,"Slim Aston Green - Wall Cabinet - 15""W x 30""H x 12""D - 1D -2S",299,SAO-DS-W1530,Door Set SAO-W1530,26.78112084,166,UBX-W1530,Cabinet Box for W1530,19.61,133
SAO-W1536,"Slim Aston Green - Wall Cabinet - 15""W x 36""H x 12""D - 1D -2S",328,SAO-DS-W1536,Door Set SAO-W1536,31.0313258,178,UBX-W1536,Cabinet Box for W1536,21.78,150
SAO-W1542,"Slim Aston Green - Wall Cabinet - 15""W x 42""H x 12""D - 1D - 3S",395,SAO-DS-W1542,Door Set SAO-W1542,36.23776046,218,UBX-W1542,Cabinet Box for W1542,25.86,177
SAO-W1812GD,"Slim Aston Green - Wall Glass Door Cabinet - 18""W x 12""H x 12""D - 1D",156,SAO-DS-W1812GD,Door Set SAO-W1812GD,20.91562224,84,UBX-W1812,Cabinet Box for W1812,10.5,72
SAO-W1815GD,"Slim Aston Green - Wall Glass Door Cabinet - 18""W x 15""H x 12""D - 1D",172,SAO-DS-W1815GD,Door Set SAO-W1815GD,23.95197703,98,UBX-W1815,Cabinet Box for W1815,11.68,74
SAO-W1818GD,"Slim Aston Green - Wall Glass Door Cabinet - 18""W x 18""H x 12""D - 1D",194,SAO-DS-W1818GD,Door Set SAO-W1818GD,26.98833181,112,UBX-W1818,Cabinet Box for W1818,12.87,82
SAO-W1830,"Slim Aston Green - Wall Cabinet - 18""W x 30""H x 12""D - 1D - 2S",333,SAO-DS-W1830,Door Set SAO-W1830,30.28192446,178,UBX-W1830,Cabinet Box for W1830,21.92,155
SAO-W1836,"Slim Aston Green - Wall Cabinet - 18""W x 36""H x 12""D - 1D -2S",378,SAO-DS-W1836,Door Set SAO-W1836,35.09458712,202,UBX-W1836,Cabinet Box for W1836,24.29,176
SAO-W1842,"Slim Aston Green - Wall Cabinet - 18""W x 42""H x 12""D - 1D -3S",450,SAO-DS-W1842,Door Set SAO-W1842,40.86717986,248,UBX-W1842,Cabinet Box for W1842,28.92,202
SAO-W2112GD,"Slim Aston Green - Wall Glass Door Cabinet - 21""W x 12""H x 12""D - 1D",171,SAO-DS-W2112GD,Door Set SAO-W2112GD,23.38477272,92,UBX-W2112,Cabinet Box for W2112,11.51,79
SAO-W2115GD,"Slim Aston Green - Wall Glass Door Cabinet - 21""W x 15""H x 12""D - 1D",192,SAO-DS-W2115GD,Door Set SAO-W2115GD,26.68889754,111,UBX-W2115,Cabinet Box for W2115,12.79,81
SAO-W2118GD,"Slim Aston Green - Wall Glass Door Cabinet - 21""W x 18""H x 12""D - 1D",214,SAO-DS-W2118GD,Door Set SAO-W2118GD,29.99302237,125,UBX-W2118,Cabinet Box for W2118,14.07,89
SAO-W2130,"Slim Aston Green - Wall Cabinet - 21""W x 30""H x 12""D - 1D -2S",362,SAO-DS-W2130,Door Set SAO-W2130,33.78272808,192,UBX-W2130,Cabinet Box for W2130,24.22,170
SAO-W2136,"Slim Aston Green - Wall Cabinet - 21""W x 36""H x 12""D - 1D -2S",427,SAO-DS-W2136,Door Set SAO-W2136,39.15784844,230,UBX-W2136,Cabinet Box for W2136,26.79,197
SAO-W2142,"Slim Aston Green - Wall Cabinet - 21""W x 42""H x 12""D - 1D -3S",502,SAO-DS-W2142,Door Set SAO-W2142,45.49659925,279,UBX-W2142,Cabinet Box for W2142,31.97,223
SAO-W2412GD,"Slim Aston Green - Wall Glass Door Cabinet - 24""W x 12""H x 12""D - 2D",208,SAO-DS-W2412GD,Door Set SAO-W2412GD,29.85897839,120,UBX-W2412,Cabinet Box for W2412,12.79,88
SAO-W2415GD,"Slim Aston Green - Wall Glass Door Cabinet - 24""W x 15""H x 12""D - 2D",228,SAO-DS-W2415GD,Door Set SAO-W2415GD,34.40657257,139,UBX-W2415,Cabinet Box for W2415,14.14,89
SAO-W2418,"Slim Aston Green - Wall Cabinet - 21""W x 18""H x 12""D - 1D",343,SAO-DS-W2418,Door Set SAO-W2418,28.67416374,223,UBX-W2418,Cabinet Box for W2418,15.49,120
SAO-W2418GD,"Slim Aston Green - Wall Glass Door Cabinet - 24""W x 18""H x 12""D - 2D",255,SAO-DS-W2418GD,Door Set SAO-W2418GD,38.95416676,135,UBX-W2418,Cabinet Box for W2418,15.49,120
SAO-W2430,"Slim Aston Green - Wall Cabinet - 24""W x 30""H x 12""D - 2D -2S",450,SAO-DS-W2430,Door Set SAO-W2430,41.65866762,266,UBX-W2430/WBC2430,Cabinet Box for W2430/WBC2430,26.63,184
SAO-W2436,"Slim Aston Green - Wall Cabinet - 24""W x 36""H x 12""D - 2D -2S",485,SAO-DS-W2436,Door Set SAO-W2436,48.12963349,274,UBX-W2436,Cabinet Box for W2436,29.33,211
SAO-W2442,"Slim Aston Green - Wall Cabinet - 24""W x 42""H x 12""D - 2D -3S",566,SAO-DS-W2442,Door Set SAO-W2442,56.49970716,319,UBX-W2442/WBC2442,Cabinet Box for W2442/WBC2442,35.11,247
SAO-W2712GD,"Slim Aston Green - Wall Glass Door Cabinet - 27""W x 12""H x 12""D - 2D",223,SAO-DS-W2712GD,Door Set SAO-W2712GD,32.32812886,127,UBX-W2712,Cabinet Box for W2712,13.8,96
SAO-W2715GD,"Slim Aston Green - Wall Glass Door Cabinet - 27""W x 15""H x 12""D - 2D",247,SAO-DS-W2715GD,Door Set SAO-W2715GD,37.14349309,151,UBX-W2715,Cabinet Box for W2715,15.25,96
SAO-W2718GD,"Slim Aston Green - Wall Glass Door Cabinet - 27""W x 18""H x 12""D - 2D",276,SAO-DS-W2718GD,Door Set SAO-W2718GD,41.95885732,171,UBX-W2718,Cabinet Box for W2718,16.69,105
SAO-W2730,"Slim Aston Green - Wall Cabinet - 27""W x 30""H x 12""D - 2D -2S",481,SAO-DS-W2730,Door Set SAO-W2730,45.15947124,279,UBX-W2730/WBC2730,Cabinet Box for W2730/WBC2730,28.94,202
SAO-W2736,"Slim Aston Green - Wall Cabinet - 27""W x 36""H x 12""D - 2D -2S",521,SAO-DS-W2736,Door Set SAO-W2736,52.19289481,292,UBX-W2736/WBC2736,Cabinet Box for W2736/WBC2736,31.84,229
SAO-W2742,"Slim Aston Green - Wall Cabinet - 27""W x 42""H x 12""D - 2D -3S",617,SAO-DS-W2742,Door Set SAO-W2742,61.12912655,360,UBX-W2742/WBC2742,Cabinet Box for W2742/WBC2742,38.17,257
SAO-W3012,"Slim Aston Green - Wall Cabinet - 30""W x 12""H x 12""D - 2D",310,SAO-DS-W3012/W301224,Door Set SAO-W3012/W301224,25.82265816,197,UBX-W3012,Cabinet Box for W3012,14.81,113
SAO-W301224,"Slim Aston Green - Wall Refrigerator Cabinet-30""W x 12""H x 24""D - 2D",381,SAO-DS-W3012/W301224,Door Set SAO-W3012/W301224,25.82265816,197,UBX-W301224,Cabinet Box for W301224,25.4,184
SAO-W3012GD,"Slim Aston Green - Wall Glass Door Cabinet - 30""W x 12""H x 12""D - 2D",319,SAO-DS-W3012GD,Door Set SAO-W3012GD,34.79727934,206,UBX-W3012,Cabinet Box for W3012,14.81,113
SAO-W3015,"Slim Aston Green - Wall Cabinet - 30""W x 15""H x 12""D - 2D",346,SAO-DS-W3015/W301524,Door Set SAO-W3015/W301524,29.6205988,221,UBX-W3015,Cabinet Box for W3015,16.35,125
SAO-W301524,"Slim Aston Green - Wall Refrigerator Cabinet - 30""W x 15""H x 24""D - 2D",413,SAO-DS-W3015/W301524,Door Set SAO-W3015/W301524,29.6205988,221,UBX-W301524,Cabinet Box for W301524,27.21,192
SAO-W3015GD,"Slim Aston Green - Wall Glass Door Cabinet - 30""W x 15""H x 12""D - 2D",265,SAO-DS-W3015GD,Door Set SAO-W3015GD,39.88041361,140,UBX-W3015,Cabinet Box for W3015,16.35,125
SAO-W3018,"Slim Aston Green - Wall Cabinet - 30""W x 18""H x 12""D - 2D",379,SAO-DS-W3018/W301824,Door Set SAO-W3018/W301824,33.41853943,243,UBX-W3018,Cabinet Box for W3018,17.9,136
SAO-W301824,"Slim Aston Green - Wall Refrigerator Cabinet - 30""W x 18""H x 24""D - 2D",459,SAO-DS-W3018/W301824,Door Set SAO-W3018/W301824,33.41853943,243,UBX-W301824,Cabinet Box for W301824,29.02,216
SAO-W3018GD,"Slim Aston Green - Wall Glass Door Cabinet - 30""W x 18""H x 12""D - 2D",402,SAO-DS-W3018GD,Door Set SAO-W3018GD,44.96354788,266,UBX-W3018,Cabinet Box for W3018,17.9,136
SAO-W3024,"Slim Aston Green - Wall Cabinet - 30""W x 24""H x 12""D - 2D - 1S",456,SAO-DS-W3024/W302424,Door Set SAO-W3024/W302424,41.0643936,281,UBX-W3024,Cabinet Box for W3024,24.58,175
SAO-W302424,"Slim Aston Green - Wall Refrigerator Cabinet - 30""W x 24""H x 24""D - 2D -1S",553,SAO-DS-W3024/W302424,Door Set SAO-W3024/W302424,41.0643936,281,UBX-W302424,Cabinet Box for W302424,40.13,272
SAO-W3030,"Slim Aston Green - Wall Cabinet - 30""W x 30""H x 12""D - 2D -2S",538,SAO-DS-W3030,Door Set SAO-W3030,48.66027486,313,UBX-W3030,Cabinet Box for W3030,31.25,225
SAO-W3036,"Slim Aston Green - Wall Cabinet - 30""W x 36""H x 12""D - 2D -2S",599,SAO-DS-W3036,Door Set SAO-W3036,56.25615612,347,UBX-W3036,Cabinet Box for W3036,34.34,252
SAO-W3042,"Slim Aston Green - Wall Cabinet - 30""W x 42""H x 12""D - 2D -3S",711,SAO-DS-W3042,Door Set SAO-W3042,65.75854594,416,UBX-W3042,Cabinet Box for W3042,41.22,295
SAO-W3312,"Slim Aston Green - Wall Cabinet - 33""W x 12""H x 12""D - 2D",324,SAO-DS-W3312/W331224,Door Set SAO-W3312/W331224,27.63238831,206,UBX-W3312,Cabinet Box for W3312,15.82,118
SAO-W331224,"Slim Aston Green - Wall Refrigerator Cabinet-33""W x 12""H x 24""D - 2D",401,SAO-DS-W3312/W331224,Door Set SAO-W3312/W331224,27.63238831,206,UBX-W331224,Cabinet Box for W331224,27.18,195
SAO-W3312GD,"Slim Aston Green - Wall Glass Door Cabinet - 33""W x 12""H x 12""D - 2D",342,SAO-DS-W3312GD,Door Set SAO-W3312GD,37.26642982,224,UBX-W3312,Cabinet Box for W3312,15.82,118
SAO-W3315,"Slim Aston Green - Wall Cabinet - 33""W x 15""H x 12""D - 2D",336,SAO-DS-W3315/W331524,Door Set SAO-W3315/W331524,31.71155779,227,UBX-W3315,Cabinet Box for W3315,17.46,129
SAO-W331524,"Slim Aston Green - Wall Refrigerator Cabinet - 33""W x 15""H x 24""D -2D",434,SAO-DS-W3315/W331524,Door Set SAO-W3315/W331524,31.71155779,227,UBX-W331524,Cabinet Box for W331524,29.06,207
SAO-W3315GD,"Slim Aston Green - Wall Glass Door Cabinet - 33""W x 15""H x 12""D - 2D",285,SAO-DS-W3315GD,Door Set SAO-W3315GD,42.61733412,156,UBX-W3315,Cabinet Box for W3315,17.46,129
SAO-W3318,"Slim Aston Green - Wall Cabinet - 33""W x 18""H x 12""D - 2D",362,SAO-DS-W3318/W331824,Door Set SAO-W3318/W331824,35.79072727,249,UBX-W3318,Cabinet Box for W3318,19.1,140
SAO-W331824,"Slim Aston Green - Wall Refrigerator Cabinet - 33""W x 18""H x 24""D -2D",471,SAO-DS-W3318/W331824,Door Set SAO-W3318/W331824,35.79072727,249,UBX-W331824,Cabinet Box for W331824,30.93,222
SAO-W3318GD,"Slim Aston Green - Wall Glass Door Cabinet - 33""W x 18""H x 12""D - 2D",317,SAO-DS-W3318GD,Door Set SAO-W3318GD,47.96823843,177,UBX-W3318,Cabinet Box for W3318,19.1,140
SAO-W3324,"Slim Aston Green - Wall Cabinet - 33""W x 24""H x 12""D - 2D - 1S",453,SAO-DS-W3324/W332424,Door Set SAO-W3324/W332424,44.00273952,273,UBX-W3324,Cabinet Box for W3324,26.34,180
SAO-W332424,"Slim Aston Green - Wall Refrigerator Cabinet -33""W x 24""H x 24""D-2D -1S",601,SAO-DS-W3324/W332424,Door Set SAO-W3324/W332424,44.00273952,273,UBX-W332424,Cabinet Box for W332424,42.93,309
SAO-W3330,"Slim Aston Green - Wall Cabinet - 33""W x 30""H x 12""D - 2D -2S",573,SAO-DS-W3330,Door Set SAO-W3330,52.16107848,335,UBX-W3330,Cabinet Box for W3330,33.56,238
SAO-W3336,"Slim Aston Green - Wall Cabinet - 33""W x 36""H x 12""D - 2D -2S",654,SAO-DS-W3336,Door Set SAO-W3336,60.31941744,380,UBX-W3336,Cabinet Box for W3336,36.84,274
SAO-W3342,"Slim Aston Green - Wall Cabinet - 33""W x 42""H x 12""D - 2D -3S",756,SAO-DS-W3342,Door Set SAO-W3342,70.38796534,440,UBX-W3342,Cabinet Box for W3342,44.27,316
SAO-W3612,"Slim Aston Green - Wall Cabinet - 36""W x 12""H x 12""D - 2D",344,SAO-DS-W3612/W361224,Door Set SAO-W3612/W361224,29.44211846,218,UBX-W3612,Cabinet Box for W3612,16.83,126
SAO-W361224,"Slim Aston Green - Wall Cabinet - 36""W x 12""H x 24""D - 2D",422,SAO-DS-W3612/W361224,Door Set SAO-W3612/W361224,29.44211846,218,UBX-W361224,Cabinet Box for W361224,28.96,204
SAO-W3612GD,"Slim Aston Green - Wall Glass Door Cabinet - 36""W x 12""H x 12""D - 2D",362,SAO-DS-W3612GD,Door Set SAO-W3612GD,39.73558029,236,UBX-W3612,Cabinet Box for W3612,16.83,126
SAO-W3615,"Slim Aston Green - Wall Cabinet - 36""W x 15""H x 12""D - 2D",377,SAO-DS-W3615/W361524,Door Set SAO-W3615/W361524,33.80251679,244,UBX-W3615,Cabinet Box for W3615,18.57,133
SAO-W361524,"Slim Aston Green - Wall Refrigerator Cabinet - 36""W x 15""H x 24""D - 2D",458,SAO-DS-W3615/W361524,Door Set SAO-W3615/W361524,33.80251679,244,UBX-W361524,Cabinet Box for W361524,30.9,214
SAO-W3615GD,"Slim Aston Green - Wall Glass Door Cabinet - 36""W x 15""H x 12""D - 2D",303,SAO-DS-W3615GD,Door Set SAO-W3615GD,45.35425464,170,UBX-W3615,Cabinet Box for W3615,18.57,133
SAO-W3618,"Slim Aston Green - Wall Cabinet - 36""W x 18""H x 12""D - 2D",402,SAO-DS-W3618/W361824,Door Set SAO-W3618/W361824,38.16291512,255,UBX-W3618,Cabinet Box for W3618,20.31,147
SAO-W361824,"Slim Aston Green - Wall Refrigerator Cabinet - 36""W x 18""H x 24""D - 2D",481,SAO-DS-W3618/W361824,Door Set SAO-W3618/W361824,38.16291512,255,UBX-W361824,Cabinet Box for W361824,32.84,226
SAO-W3618GD,"Slim Aston Green - Wall Glass Door Cabinet - 36""W x 18""H x 12""D - 2D",497,SAO-DS-W3618GD,Door Set SAO-W3618GD,50.97292899,350,UBX-W3618,Cabinet Box for W3618,20.31,147
SAO-W3624,"Slim Aston Green - Wall Cabinet - 36""W x 24""H x 12""D - 2D - 1S",538,SAO-DS-W3624/W362424,Door Set SAO-W3624/W362424,46.94108544,331,UBX-W3624,Cabinet Box for W3624,28.1,207
SAO-W362424,"Slim Aston Green - Wall Refrigerator Cabinet - 36""W x 24""H x 24""D - 2D -1S",643,SAO-DS-W3624/W362424,Door Set SAO-W3624/W362424,46.94108544,331,UBX-W362424,Cabinet Box for W362424,45.73,312
SAO-W3630,"Slim Aston Green - Wall Cabinet - 36""W x 30""H x 12""D - 2D -2S",611,SAO-DS-W3630,Door Set SAO-W3630,55.6618821,351,UBX-W3630/WBC3630,Cabinet Box for W3630,35.86,260
SAO-W3636,"Slim Aston Green - Wall Cabinet - 36""W x 36""H x 12""D - 2D -2S",695,SAO-DS-W3636,Door Set SAO-W3636,64.38267876,401,UBX-W3636,Cabinet Box for W3636,39.34,294
SAO-W3642,"Slim Aston Green - Wall Cabinet - 36""W x 42""H x 12""D - 2D -3S",803,SAO-DS-W3642,Door Set SAO-W3642,75.01738473,462,UBX-W3642/WBC3642,Cabinet Box for W3642,47.33,341
SAO-W3930,"Slim Aston Green - Wall Cabinet - 39""W x 30""H x 12""D - 2D -2S",647,SAO-DS-W3930,Door Set SAO-W3930,59.20874892,376,UBX-W3930,Cabinet Box for W3930,38.2,271
SAO-WBC2730,"Slim Aston Green - Wall Blind Corner Cabinet - 27""W x 30""H x 12""D - 1D -2S",408,SAO-DS-WBC2730,Door Set SAO-WBC2730,38.05043877,206,UBX-W2730/WBC2730,Cabinet Box for W2730/WBC2730,28.94,202
SAO-WBC2736,"Slim Aston Green - Wall Blind Corner Cabinet - 27""W x 36""H x 12""D - 1D -2S",465,SAO-DS-WBC2736,Door Set SAO-WBC2736,44.39939616,236,UBX-W2736/WBC2736,Cabinet Box for W2736/WBC2736,31.84,229
SAO-WBC2742,"Slim Aston Green - Wall Blind Corner Cabinet - 27""W x 42""H x 12""D - 1D -3S",546,SAO-DS-WBC2742,Door Set SAO-WBC2742,50.79012301,289,UBX-W2742/WBC2742,Cabinet Box for W2742/WBC2742,38.17,257
SAO-WD1848,"Slim Aston Green - Wall With Drawer Cabinet-18""W x 48""H x 12""D- 1D, 2 DRW -2S",630,SAO-DS-WD1848,Door Set SAO-WD1848,49.79034107,253,UBX-WD1848,Cabinet Box for WD1848,75.95,377
SAO-WD1854,"Slim Aston Green - Wall With Drawer Cabinet-18""W x 54""H x 12""D- 1D, 2 DRW -2S",691,SAO-DS-WD1854,Door Set SAO-WD1854,54.63466598,285,UBX-WD1854,Cabinet Box for WD1854,78.33,406
SAO-WD1860,"Slim Aston Green - Wall With Drawer Cabinet-18""W x 60""H x 12""D- 1D, 2 DRW -3S",745,SAO-DS-WD1860,Door Set SAO-WD1860,59.44732864,315,UBX-WD1860,Cabinet Box for WD1860,80.7,430
SAO-WER2412GD,"Slim Aston Green - Easy Reach Wall Glass Door Cabinet - 24""W x 12""H x 12 ""D",309,SAO-DS-WER2412GD,Door Set SAO-WER2412GD,29.33634277,146,UBX-WER2412,Cabinet Box for WER2412,26.39,163
SAO-WER2415GD,"Slim Aston Green - Easy Reach Wall Glass Door Cabinet - 24""W x 15""H x 12 ""D",345,SAO-DS-WER2415GD,Door Set SAO-WER2415GD,33.19913349,162,UBX-WER2415,Cabinet Box for WER2415,29.73,183
SAO-WER2418GD,"Slim Aston Green - Easy Reach Wall Glass Door Cabinet - 24""W x 18""H x 12 ""D",381,SAO-DS-WER2418GD,Door Set SAO-WER2418GD,37.0619242,178,UBX-WER2418,Cabinet Box for WER2418,33.07,203
SAO-WER2430,"Slim Aston Green - Easy Reach Wall Cabinet - 24""W x 30""H x 12""D -2S",584,SAO-DS-WER2430,Door Set SAO-WER2430,37.44445666,242,UBX-WER2430,Cabinet Box for WER2430,58.62,342
SAO-WER2436,"Slim Aston Green - Easy Reach Wall Cabinet - 24""W x 36""H x 12""D -2S",656,SAO-DS-WER2436,Door Set SAO-WER2436,42.52598154,248,UBX-WER2436,Cabinet Box for WER2436,65.3,408
SAO-WER2442,"Slim Aston Green - Easy Reach Wall Cabinet - 24""W x 42""H x 12""D -3S",789,SAO-DS-WER2442,Door Set SAO-WER2442,47.64093751,312,UBX-WER2442,Cabinet Box for WER2442,72.02,477
SAO-O338424,"Slim Aston Green - Oven Cabinet - 33""W x 84""H X 24""D - 2D, 3DRW",1939,SAO-DS-O338424,Door Set SAO-O338424,112.4406944,805,UBX-O338424,Cabinet Box for O338424,180.55,1134
SAO-O339024,"Slim Aston Green - Oven Cabinet - 33""W x 90""H X 24""D - 2D, 3DRW, 1S",2033,SAO-DS-O339024,Door Set SAO-O339024,120.4415768,847,UBX-O339024,Cabinet Box for O339024,192.47,1186
SAO-O339624,"Slim Aston Green - Oven Cabinet - 33""W x 96""H X 24""D - 2D, 3DRW, 1S",2214,SAO-DS-O339624,Door Set SAO-O339624,128.4424591,937,UBX-O339624,Cabinet Box for O339624,196.89,1277
SAO-U188424,"Slim Aston Green - Wall Pantry - 18""W x 84""H x 24""D - 2D - 5S",1245,SAO-DS-U188424,Door Set SAO-U188424,74.18992703,567,UBX-U188424,Cabinet Box for U188424,88.3,678
SAO-U189024,"Slim Aston Green - Wall Pantry - 18""W x 90""H x 24""D - 2D - 5S",1286,SAO-DS-U189024,Door Set SAO-U189024,78.91194997,591,UBX-U189024,Cabinet Box for U189024,92.01,695
SAO-U189624,"Slim Aston Green - Wall Pantry - 18""W x 96""H x 24""D - 2D - 5S",1349,SAO-DS-U189624,Door Set SAO-U189624,84.56224074,632,UBX-U189624,Cabinet Box for U189624,95.78,717
SAO-U248424,"Slim Aston Green - Wall Pantry - 24""W x 84""H x 24""D - 4D - 5S",1368,SAO-DS-U248424,Door Set SAO-U248424,102.5774311,622,UBX-U248424,Cabinet Box for U248424,102.55,746
SAO-U249024,"Slim Aston Green - Wall Pantry - 24""W x 90""H x 24""D - 4D - 5S",1478,SAO-DS-U249024,Door Set SAO-U249024,108.9311362,712,UBX-U249024,Cabinet Box for U249024,106.4,766
SAO-U249624,"Slim Aston Green - Wall Pantry - 24""W x 96""H x 24""D - 4D - 5S",1574,SAO-DS-U249624,Door Set SAO-U249624,117.1413771,784,UBX-U249624,Cabinet Box for U249624,110.38,790
SAO-U308424,"Slim Aston Green - Wall Pantry - 30""W x 84""H x 24""D - 4D - 5S",1620,SAO-DS-U308424,Door Set SAO-U308424,119.4771403,689,UBX-U308424,Cabinet Box for U308424,119.44,931
SAO-U309024,"Slim Aston Green - Wall Pantry - 30""W x 90""H x 24""D - 4D - 5S",1731,SAO-DS-U309024,Door Set SAO-U309024,126.9289636,766,UBX-U309024,Cabinet Box for U309024,123.67,965
SAO-U309624,"Slim Aston Green - Wall Pantry - 30""W x 96""H x 24""D - 4D - 5S",1820,SAO-DS-U309624,Door Set SAO-U309624,136.2373225,820,UBX-U309624,Cabinet Box for U309624,128.01,1000
SAO-3VDB12,"Slim Aston Green - Vanity Drawer Base Cabinet - 12""W x 34 1/2""H x 21""D - 3 DRW",644,SAO-DS-3DB12/3VDB12,Door Set SAO-3DB12/3VDB12,24.22159871,195,UBX-3VDB12,Cabinet Box for 3VDB12,75.72,449
SAO-3VDB15,"Slim Aston Green - Vanity Drawer Base Cabinet - 15""W x 34 1/2""H x 21""D - 3 DRW",704,SAO-DS-3DB15/3VDB15,Door Set SAO-3DB15/3VDB15,28.60310325,225,UBX-3VDB15,Cabinet Box for 3VDB15,80.28,479
SAO-3VDB18,"Slim Aston Green - Vanity Drawer Base Cabinet - 18""W x 34 1/2""H x 21""D - 3 DRW",743,SAO-DS-3DB18/3VDB18,Door Set SAO-3DB18/3VDB18,32.98460779,234,UBX-3VDB18,Cabinet Box for 3VDB18,84.84,509
SAO-3VDB21,"Slim Aston Green - Vanity Drawer Base Cabinet - 21""W x 34 1/2""H x 21""D - 3 DRW",809,SAO-DS-3DB21/3VDB21,Door Set SAO-3DB21/3VDB21,37.36611234,279,UBX-3VDB21,Cabinet Box for 3VDB21,89.4,530
SAO-3VDB24,"Slim Aston Green - Vanity Drawer Base Cabinet - 24""W x 34 1/2""H x 21""D - 3 DRW",896,SAO-DS-3DB24/3VDB24,Door Set SAO-3DB24/3VDB24,41.80526826,313,UBX-3VDB24,Cabinet Box for 3VDB24,94.54,583
SAO-V3021TDL,"Slim Aston Green - Vanity Sink Base - 30""W x 34 1/2"" x 21""D - 1 False Front,1D, 2 Left DRW",935,SAO-DS-V3021TDL,Door Set SAO-V3021TDL,54.99035309,329,UBX-V3021TDL,Cabinet Box for V3021TDL,67.4,606
SAO-V3021TDR,"Slim Aston Green - Vanity Sink Base - 30""W x 34 1/2"" x 21""D - 1 False Front,1D, 2 Right DRW",935,SAO-DS-V3021TDR,Door Set SAO-V3021TDR,54.99035309,329,UBX-V3021TDR,Cabinet Box for V3021TDR,67.4,606
SAO-V3321TDL,"Slim Aston Green - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1 False Front,1D, 2 Left DRW",974,SAO-DS-V3321TDL,Door Set SAO-V3321TDL,62.76734862,356,UBX-V3321TDL,Cabinet Box for V3321TDL,68.74,618
SAO-V3321TDR,"Slim Aston Green - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1 False Front,1D, 2 Right DRW",974,SAO-DS-V3321TDR,Door Set SAO-V3321TDR,62.76734862,356,UBX-V3321TDR,Cabinet Box for V3321TDR,68.74,618
SAO-V3621TDL,"Slim Aston Green - Vanity Sink Base - 36""W x 34 1/2"" x 21""D - 1 False Front,2D, 2 Left DRW",1012,SAO-DS-V3621TDL,Door Set SAO-V3621TDL,66.77804306,382,UBX-V3621TDL,Cabinet Box for V3621TDL,70.24,630
SAO-V3621TDR,"Slim Aston Green - Vanity Sink Base - 36""W x 34 1/2"" x 21""D - 1 False Front,2D, 2 Right DRW",1012,SAO-DS-V3621TDR,Door Set SAO-V3621TDR,66.77804306,382,UBX-V3621TDR,Cabinet Box for V3621TDR,70.24,630
SAO-VS24,"Slim Aston Green - Vanity Sink Base Cabinet - 24""W x 34 1/2""H x 21""D",485,SAO-DS-VS24,Door Set SAO-VS24,43.94632232,292,UBX-VS24,Cabinet Box for VS24,27.09,193
SAO-VS27,"Slim Aston Green - Vanity Sink Base Cabinet - 27""W x 34 1/2""H x 21""D",511,SAO-DS-VS27,Door Set SAO-VS27,47.8519908,308,UBX-VS27,Cabinet Box for VS27,28.72,203
SAO-VS30,"Slim Aston Green - Vanity Sink Base Cabinet - 30""W x 34 1/2""H x 21""D",562,SAO-DS-SB30/VS30,Door Set SAO-SB30/VS30,52.84093231,355,UBX-VS30,Cabinet Box for VS30,30.52,207
SAO-VS33,"Slim Aston Green - Vanity Sink Base Cabinet - 33""W x 34 1/2""H x 21""D",606,SAO-DS-SB33/VS33,Door Set SAO-SB33/VS33,56.74660079,381,UBX-VS33,Cabinet Box for VS33,32.15,225
SAO-VS36,"Slim Aston Green - Vanity Sink Base Cabinet - 36""W x 34 1/2""H x 21""D",632,SAO-DS-SB36/VS36,Door Set SAO-SB36/VS36,60.65226927,414,UBX-VS36,Cabinet Box for VS36,33.78,218
SAO-VSD36,"Slim Aston Green - Vanity Sink Drawer Base Cabinet - 36""W x 34 1/2""H x 21""D - 2 DRW, 2D",842,SAO-DS-VSD36,Door Set SAO-VSD36,61.74790132,411,UBX-VSD36,Cabinet Box for VSD36,59.74,431
SAO-VSD42,"Slim Aston Green - Vanity Sink Drawer Base Cabinet - 42""W x 34 1/2""H x 21""D - 2 DRW, 2D",894,SAO-DS-VSD42,Door Set SAO-VSD42,69.64782149,432,UBX-VSD42,Cabinet Box for VSD42,63.16,462
SAO-VSD48,"Slim Aston Green - Vanity Sink Drawer Base Cabinet - 48""W x 34 1/2""H x 21""D - 2 DRW, 2D",983,SAO-DS-VSD48,Door Set SAO-VSD48,77.49610819,485,UBX-VSD48,Cabinet Box for VSD48,67.71,498
